Member_number,Date,itemDescription,Cost,Date_Numeric_value
2423,12-Feb-14,roll products ,8,41682
2420,17-Jul-14,soda,6,41837
4145,13-Feb-14,candy,10,41683
2616,09-Apr-14,soda,6,41738
4323,20-Sep-14,detergent,10,41902
1792,24-Nov-14,frozen vegetables,10,41967
2977,26-Nov-14,processed cheese,12,41969
4375,31-Jan-14,butter,1.5,41670
2232,03-Feb-14,bottled water,2,41673
2905,17-Jan-14,waffles,6,41656
1912,19-Mar-14,pot plants,2,41717
4665,05-Nov-14,shopping bags,0.8,41948
3325,24-Apr-14,UHT-milk,8,41753
2153,14-Feb-14,soda,6,41684
1798,16-Jun-14,instant coffee,8,41806
3934,27-Mar-14,rolls/buns,1,41725
4484,06-Jun-14,whipped/sour cream,7,41796
2713,08-May-14,ketchup,3,41767
1533,10-Feb-14,specialty fat,4,41680
1529,01-Mar-14,preservation products,10,41699
1905,25-Aug-14,chewing gum,2,41876
3361,19-Dec-14,butter milk,1.65,41992
2195,19-Sep-14,other vegetables,5,41901
3221,17-Mar-14,fruit/vegetable juice,10,41715
3667,15-Sep-14,candy,10,41897
2129,19-Feb-14,oil,5,41689
1233,09-Jun-14,whipped/sour cream,7,41799
2675,01-Sep-14,UHT-milk,8,41883
2701,17-Jun-14,rolls/buns,1,41807
1788,09-Jul-14,long life bakery product,6,41829
2876,20-Dec-14,whole milk,2,41993
4465,29-Dec-14,onions,3,42002
4330,07-Dec-14,mustard,8,41980
2459,01-Mar-14,curd,3,41699
1739,11-Sep-14,pastry,5,41893
2524,07-Apr-14,chocolate,5,41736
2273,25-Nov-14,whole milk,2,41968
4557,12-Aug-14,rum,38,41863
2505,02-Feb-14,fruit/vegetable juice,10,41672
3882,01-Aug-14,hard cheese,14,41852
3308,12-Sep-14,soda,6,41894
2605,30-Aug-14,ketchup,3,41881
4180,21-Apr-14,white bread,0.4,41750
3551,14-Oct-14,root vegetables,7,41926
4406,02-Feb-14,other vegetables,5,41672
4962,04-Oct-14,condensed milk,1.5,41916
4799,17-Apr-14,sweet spreads,14,41746
1862,23-Oct-14,soda,6,41935
2043,01-Feb-14,waffles,6,41671
4440,10-Jul-14,whipped/sour cream,7,41830
3139,07-Jul-14,pot plants,2,41827
4344,30-Oct-14,softener,10,41942
1616,06-Dec-14,whole milk,2,41979
3374,29-Jul-14,bottled water,2,41849
1881,15-Jul-14,whipped/sour cream,7,41835
4372,30-Jan-14,pastry,5,41669
4036,22-Jan-14,cat food,8,41661
2325,22-Oct-14,rolls/buns,1,41934
1951,27-Jul-14,napkins,5,41847
1862,27-Oct-14,domestic eggs,4,41939
1877,16-Jun-14,whipped/sour cream,7,41806
3236,17-Apr-14,brown bread,0.8,41746
2068,02-Jun-14,yogurt,1.65,41792
1388,08-May-14,rolls/buns,1,41767
4014,27-May-14,yogurt,1.65,41786
1719,08-Aug-14,brown bread,0.8,41859
4167,28-Oct-14,pastry,5,41940
3099,04-Sep-14,waffles,6,41886
1998,03-Feb-14,frozen vegetables,10,41673
3630,27-Jul-14,cream cheese ,18,41847
1365,01-Feb-14,frozen vegetables,10,41671
2878,04-Nov-14,whipped/sour cream,7,41947
3158,14-Feb-14,margarine,5,41684
3842,13-Oct-14,pot plants,2,41925
2738,31-Oct-14,onions,3,41943
4595,11-Jun-14,white bread,0.4,41801
1979,16-Dec-14,salty snack,5,41989
3411,03-Dec-14,whole milk,2,41976
4703,20-Oct-14,soda,6,41932
1615,30-Nov-14,white bread,0.4,41973
1710,08-Mar-14,specialty chocolate,20,41706
2699,18-Jul-14,butter,1.5,41838
1859,04-Feb-14,root vegetables,7,41674
1997,30-Oct-14,shopping bags,0.8,41942
4852,09-Jan-14,bottled water,2,41648
4893,22-Jul-14,beverages,35,41842
4985,12-Mar-14,shopping bags,0.8,41710
4428,16-Aug-14,other vegetables,5,41867
1979,09-May-14,white bread,0.4,41768
2847,04-Jan-14,soups,7,41643
3879,10-Jan-14,curd,3,41649
4735,30-Mar-14,bottled water,2,41728
2038,14-Oct-14,sauces,4.5,41926
2132,19-Dec-14,whipped/sour cream,7,41992
3560,27-May-14,light bulbs,6,41786
1354,18-Oct-14,soda,6,41930
4230,28-May-14,pastry,5,41787
4582,02-Mar-14,specialty chocolate,20,41700
4660,16-Oct-14,soda,6,41928
2255,21-Apr-14,dessert,10,41750
4862,26-Apr-14,whole milk,2,41755
1605,02-Mar-14,soda,6,41700
1403,11-Jan-14,cling film/bags,1,41650
1192,27-Dec-14,brown bread,0.8,42000
1617,20-Jul-14,sugar,15,41840
2806,19-Jan-14,whipped/sour cream,7,41658
2749,20-Nov-14,pastry,5,41963
4840,22-Nov-14,whipped/sour cream,7,41965
1381,07-May-14,pastry,5,41766
1932,19-Jun-14,fruit/vegetable juice,10,41809
4124,25-Nov-14,semi-finished bread,2,41968
1412,21-Aug-14,make up remover,15,41872
1841,16-Dec-14,soft cheese,8,41989
1736,15-Jul-14,butter,1.5,41835
1798,22-Jun-14,whole milk,2,41812
1004,10-Jun-14,red/blush wine,10,41800
1582,10-Jun-14,shopping bags,0.8,41800
3664,13-Feb-14,pastry,5,41683
2225,29-Sep-14,rolls/buns,1,41911
3175,29-Apr-14,rolls/buns,1,41758
1891,05-Jan-14,hygiene articles,4,41644
4306,17-May-14,white bread,0.4,41776
1545,01-Apr-14,brown bread,0.8,41730
1741,05-Dec-14,specialty chocolate,20,41978
3289,27-Sep-14,chocolate,5,41909
2139,03-Jul-14,chewing gum,2,41823
4362,14-Jun-14,whipped/sour cream,7,41804
4371,24-May-14,frozen vegetables,10,41783
4206,09-Sep-14,oil,5,41891
3185,21-Feb-14,newspapers,2,41691
2440,26-Jun-14,jam,8,41816
3827,09-Aug-14,misc. beverages,20,41860
1949,13-Apr-14,cat food,8,41742
3410,20-Jan-14,shopping bags,0.8,41659
3530,24-Jan-14,napkins,5,41663
4696,03-Oct-14,oil,5,41915
2963,01-Mar-14,pickled vegetables,14,41699
2396,21-Aug-14,sugar,15,41872
1913,25-Feb-14,cat food,8,41695
4657,27-Dec-14,bottled beer,30,42000
2641,01-Apr-14,brown bread,0.8,41730
2615,19-Jan-14,frozen vegetables,10,41658
4681,31-Oct-14,shopping bags,0.8,41943
1169,15-Dec-14,cake bar,10,41988
4769,10-Jul-14,soda,6,41830
2010,17-May-14,shopping bags,0.8,41776
1384,28-Jun-14,waffles,6,41818
2788,10-Aug-14,rolls/buns,1,41861
4628,11-Feb-14,zwieback,7,41681
3838,21-Dec-14,light bulbs,6,41994
2965,07-Jun-14,newspapers,2,41797
1903,17-Feb-14,sweet spreads,14,41687
4722,07-Jan-14,hygiene articles,4,41646
4209,29-Jul-14,liquor (appetizer),19,41849
1422,13-May-14,fruit/vegetable juice,10,41772
2995,19-Mar-14,specialty chocolate,20,41717
1094,18-Aug-14,newspapers,2,41869
3827,24-Jun-14,canned beer,3.5,41814
3846,01-Sep-14,canned vegetables,7,41883
3259,01-Feb-14,soda,6,41671
4278,20-May-14,white wine,35,41779
2194,09-Sep-14,shopping bags,0.8,41891
2094,24-Mar-14,bottled water,2,41722
3511,30-Apr-14,soda,6,41759
1428,15-Sep-14,shopping bags,0.8,41897
4806,07-May-14,liquor,18,41766
3607,22-Feb-14,sliced cheese,4,41692
4587,23-May-14,salt,2,41782
3028,20-Nov-14,napkins,5,41963
1308,11-Jan-14,napkins,5,41650
2417,03-Nov-14,spread cheese,8,41946
2573,07-Jan-14,zwieback,7,41646
4862,18-Jul-14,yogurt,1.65,41838
1190,21-Jun-14,bottled water,2,41811
3879,03-Aug-14,yogurt,1.65,41854
3383,19-Sep-14,pet care,20,41901
1599,10-Oct-14,cream cheese ,18,41922
4689,28-Nov-14,soda,6,41971
1233,07-Apr-14,UHT-milk,8,41736
1301,30-Jan-14,whipped/sour cream,7,41669
1110,22-Sep-14,pickled vegetables,14,41904
3320,12-Apr-14,processed cheese,12,41741
2679,16-Dec-14,curd cheese,7,41989
3540,27-Oct-14,salty snack,5,41939
4585,17-May-14,yogurt,1.65,41776
3743,22-Dec-14,pickled vegetables,14,41995
1961,13-Jan-14,sugar,15,41652
1897,01-May-14,cream cheese ,18,41760
4606,07-Nov-14,fruit/vegetable juice,10,41950
3660,14-Oct-14,sugar,15,41926
2922,06-Jun-14,misc. beverages,20,41796
3800,25-Nov-14,domestic eggs,4,41968
3762,28-Nov-14,white bread,0.4,41971
4317,27-Mar-14,sparkling wine,25,41725
3325,11-Apr-14,hard cheese,14,41740
1731,26-Aug-14,other vegetables,5,41877
1327,08-Mar-14,pastry,5,41706
4387,23-Dec-14,whipped/sour cream,7,41996
1740,11-Jul-14,canned beer,3.5,41831
1006,11-Jul-14,shopping bags,0.8,41831
4993,25-May-14,rolls/buns,1,41784
1888,02-Aug-14,yogurt,1.65,41853
3762,31-Oct-14,salt,2,41943
2243,01-Oct-14,yogurt,1.65,41913
2738,16-Jan-14,brown bread,0.8,41655
3869,12-Aug-14,male cosmetics,20,41863
2924,26-May-14,newspapers,2,41785
4613,04-Oct-14,rolls/buns,1,41916
3421,18-Oct-14,soda,6,41930
4764,28-Aug-14,vinegar,6,41879
4800,27-Oct-14,soda,6,41939
1288,20-Aug-14,abrasive cleaner,12,41871
2194,06-Jun-14,frozen vegetables,10,41796
2072,12-Aug-14,chocolate,5,41863
2950,03-Feb-14,shopping bags,0.8,41673
1681,06-Jul-14,rolls/buns,1,41826
3957,20-Jul-14,salt,2,41840
1004,10-Jun-14,chocolate,5,41800
4048,12-Apr-14,fruit/vegetable juice,10,41741
2309,17-Apr-14,domestic eggs,4,41746
3238,06-Feb-14,white bread,0.4,41676
3613,20-Oct-14,pastry,5,41932
1716,11-Aug-14,long life bakery product,6,41862
3669,25-Jun-14,candles,6,41815
4806,13-Sep-14,candy,10,41895
1434,13-Nov-14,canned beer,3.5,41956
3977,01-Feb-14,oil,5,41671
4086,14-Jan-14,dishes,6,41653
3357,22-Jun-14,pickled vegetables,14,41812
2159,08-Oct-14,shopping bags,0.8,41920
2984,25-Sep-14,ice cream,15,41907
1351,15-Jan-14,rolls/buns,1,41654
1359,29-May-14,soda,6,41788
3636,10-Aug-14,rolls/buns,1,41861
3783,11-Apr-14,cereals,9,41740
2807,02-Jun-14,newspapers,2,41792
3960,15-Feb-14,rolls/buns,1,41685
4233,23-Jun-14,root vegetables,7,41813
3683,05-Oct-14,curd,3,41917
4838,07-Sep-14,brown bread,0.8,41889
2779,21-Jan-14,specialty cheese,5,41660
4297,02-Mar-14,shopping bags,0.8,41700
1258,09-Aug-14,frozen vegetables,10,41860
2755,25-Nov-14,soda,6,41968
2340,17-Jan-14,soda,6,41656
1690,09-May-14,bottled water,2,41768
2592,08-Sep-14,curd,3,41890
2952,12-Jan-14,sugar,15,41651
3246,25-Dec-14,whole milk,2,41998
1900,15-Mar-14,shopping bags,0.8,41713
3414,22-May-14,cream cheese ,18,41781
1153,10-Aug-14,bottled beer,30,41861
1751,04-Sep-14,flour,20,41886
2499,01-Nov-14,ice cream,15,41944
2355,19-Feb-14,ice cream,15,41689
3660,21-Sep-14,coffee,15,41903
2760,20-Jun-14,vinegar,6,41810
1028,24-Apr-14,onions,3,41753
4657,03-Apr-14,bottled water,2,41732
1569,09-Mar-14,white bread,0.4,41707
3737,06-Jul-14,white bread,0.4,41826
3462,01-Oct-14,dessert,10,41913
2921,18-Nov-14,other vegetables,5,41961
1111,03-Mar-14,soda,6,41701
1261,06-Oct-14,canned vegetables,7,41918
1572,31-Mar-14,rice,0.59,41729
1811,02-Jun-14,dessert,10,41792
3287,12-Nov-14,chocolate,5,41955
1020,19-Jul-14,newspapers,2,41839
2374,16-Sep-14,chocolate,5,41898
2252,10-Mar-14,oil,5,41708
3289,21-Mar-14,white bread,0.4,41719
1312,12-Nov-14,canned vegetables,7,41955
1045,12-Jan-14,butter,1.5,41651
1275,18-Jan-14,shopping bags,0.8,41657
4241,02-Oct-14,bottled water,2,41914
1116,22-Jun-14,canned vegetables,7,41812
1356,17-Aug-14,cat food,8,41868
2354,06-Jan-14,soups,7,41645
4045,30-Jul-14,waffles,6,41850
3189,16-Apr-14,whole milk,2,41745
3515,31-May-14,canned vegetables,7,41790
1169,25-Jan-14,other vegetables,5,41664
2299,04-Aug-14,cake bar,10,41855
3539,07-Nov-14,frozen dessert,7,41950
2389,06-Jun-14,frozen vegetables,10,41796
1487,02-Nov-14,cling film/bags,1,41945
4698,20-Jan-14,specialty chocolate,20,41659
3335,05-Sep-14,light bulbs,6,41887
1065,14-Jan-14,long life bakery product,6,41653
4763,27-Feb-14,pastry,5,41697
2879,27-Jun-14,detergent,10,41817
1451,28-Aug-14,kitchen towels,4,41879
1947,07-Jan-14,specialty chocolate,20,41646
4364,13-Apr-14,sugar,15,41742
4477,14-Oct-14,chewing gum,2,41926
1150,06-Sep-14,UHT-milk,8,41888
2873,23-May-14,frozen vegetables,10,41782
3040,11-Oct-14,cat food,8,41923
4862,08-Jun-14,whipped/sour cream,7,41798
2795,27-Jun-14,soda,6,41817
2254,30-Jan-14,mustard,8,41669
2066,29-Dec-14,hard cheese,14,42002
3180,09-Nov-14,whole milk,2,41952
1205,12-Aug-14,ready soups,7,41863
4040,14-Nov-14,rolls/buns,1,41957
4760,16-Oct-14,whole milk,2,41928
2357,05-Jun-14,whipped/sour cream,7,41795
1507,24-May-14,frozen vegetables,10,41783
1870,10-Jun-14,specialty chocolate,20,41800
3900,05-Aug-14,yogurt,1.65,41856
3627,06-Jul-14,whole milk,2,41826
2098,02-Aug-14,fruit/vegetable juice,10,41853
2242,27-Apr-14,rolls/buns,1,41756
3444,07-Jan-14,brown bread,0.8,41646
2437,24-Jun-14,rubbing alcohol,20,41814
2267,10-Jun-14,instant coffee,8,41800
3930,31-May-14,brown bread,0.8,41790
1964,18-Mar-14,domestic eggs,4,41716
4362,14-Jan-14,domestic eggs,4,41653
2339,20-May-14,sliced cheese,4,41779
1663,24-Feb-14,herbs,7,41694
2384,14-Jan-14,fruit/vegetable juice,10,41653
3013,19-Apr-14,soap,3,41748
3765,01-Apr-14,margarine,5,41730
1446,07-May-14,pastry,5,41766
2135,15-Feb-14,hard cheese,14,41685
4872,01-Jun-14,domestic eggs,4,41791
4817,14-May-14,yogurt,1.65,41773
2571,07-Jul-14,sliced cheese,4,41827
4338,07-Jul-14,waffles,6,41827
2760,01-Apr-14,rolls/buns,1,41730
4564,11-Oct-14,brown bread,0.8,41923
1862,21-May-14,liquor (appetizer),19,41780
4155,10-Sep-14,softener,10,41892
2965,04-Jan-14,salty snack,5,41643
4854,12-Jan-14,candy,10,41651
3349,18-Jan-14,curd,3,41657
3416,05-Apr-14,rice,0.59,41734
1466,23-Aug-14,whole milk,2,41874
1032,23-Sep-14,pastry,5,41905
4489,24-May-14,other vegetables,5,41783
3862,14-Mar-14,processed cheese,12,41712
1181,13-Jul-14,whole milk,2,41833
4772,08-Jun-14,rolls/buns,1,41798
3612,31-May-14,other vegetables,5,41790
3266,07-Oct-14,soda,6,41919
4969,07-Jan-14,butter milk,1.65,41646
1035,15-Aug-14,white bread,0.4,41866
2917,22-Apr-14,processed cheese,12,41751
2861,25-Oct-14,whole milk,2,41937
3247,09-Aug-14,other vegetables,5,41860
3913,06-May-14,rolls/buns,1,41765
3877,20-Jun-14,zwieback,7,41810
1129,14-Nov-14,shopping bags,0.8,41957
2605,02-Jun-14,yogurt,1.65,41792
2308,10-Sep-14,bottled beer,30,41892
1412,20-Jun-14,specialty fat,4,41810
3743,06-Jan-14,photo/film,30,41645
2937,06-Oct-14,brown bread,0.8,41918
1932,06-Jul-14,other vegetables,5,41826
3857,03-Apr-14,frozen vegetables,10,41732
3810,21-Jul-14,yogurt,1.65,41841
1241,14-Aug-14,soda,6,41865
1607,12-Oct-14,pickled vegetables,14,41924
3854,26-Jun-14,soda,6,41816
4509,30-Jul-14,chocolate,5,41850
2654,08-Aug-14,whole milk,2,41859
2511,04-Oct-14,cocoa drinks,16,41916
4337,27-Apr-14,shopping bags,0.8,41756
2993,08-Jul-14,chewing gum,2,41828
3138,28-Dec-14,root vegetables,7,42001
3518,08-Feb-14,whole milk,2,41678
1057,06-Jan-14,sliced cheese,4,41645
2125,02-Apr-14,soda,6,41731
4137,23-Jul-14,zwieback,7,41843
4761,24-Nov-14,margarine,5,41967
1162,28-Mar-14,male cosmetics,20,41726
1761,26-Feb-14,frozen fish,15,41696
3507,20-Jul-14,specialty chocolate,20,41840
3104,06-Feb-14,soda,6,41676
2070,27-Apr-14,cake bar,10,41756
4266,19-Feb-14,bottled beer,30,41689
4187,04-May-14,white bread,0.4,41763
3297,29-May-14,frozen meals,5,41788
2618,05-Jan-14,specialty chocolate,20,41644
3895,02-Jun-14,yogurt,1.65,41792
4657,21-Sep-14,oil,5,41903
2042,17-Apr-14,cream cheese ,18,41746
1342,03-Apr-14,bottled water,2,41732
2784,26-May-14,domestic eggs,4,41785
4110,25-Jan-14,hygiene articles,4,41664
2908,27-Apr-14,flour,20,41756
3489,26-Aug-14,long life bakery product,6,41877
1335,03-Jan-14,domestic eggs,4,41642
2718,07-Feb-14,popcorn,5,41677
1153,28-Mar-14,canned beer,3.5,41726
4165,03-Apr-14,soda,6,41732
3769,31-Jan-14,domestic eggs,4,41670
1733,27-Feb-14,white bread,0.4,41697
2290,23-Dec-14,chocolate,5,41996
2669,24-Mar-14,cat food,8,41722
1852,04-Mar-14,canned beer,3.5,41702
4515,06-Mar-14,bottled water,2,41704
4875,15-Apr-14,misc. beverages,20,41744
3437,31-Oct-14,pastry,5,41943
1494,16-May-14,soft cheese,8,41775
4505,30-Dec-14,domestic eggs,4,42003
2440,10-Nov-14,long life bakery product,6,41953
2603,28-Jun-14,soda,6,41818
4629,23-Nov-14,fruit/vegetable juice,10,41966
3382,01-Apr-14,bottled beer,30,41730
4509,06-Jun-14,male cosmetics,20,41796
1510,13-Oct-14,kitchen towels,4,41925
2470,12-Dec-14,beverages,35,41985
4487,08-Apr-14,hard cheese,14,41737
4574,22-Nov-14,rolls/buns,1,41965
4005,13-May-14,newspapers,2,41772
1379,11-Jun-14,candles,6,41801
3830,12-Oct-14,newspapers,2,41924
4812,09-Jun-14,baking powder,3,41799
3956,01-Jan-14,waffles,6,41640
4234,01-Oct-14,pastry,5,41913
3180,30-Jul-14,onions,3,41850
3300,31-Jul-14,soda,6,41851
4287,20-Jul-14,soda,6,41840
1628,10-Feb-14,soda,6,41680
2033,05-Apr-14,canned beer,3.5,41734
2517,17-Apr-14,frozen fish,15,41746
2430,28-Jan-14,pastry,5,41667
3108,25-Mar-14,bottled beer,30,41723
4574,18-Apr-14,pastry,5,41747
2851,05-May-14,red/blush wine,10,41764
4719,12-Feb-14,yogurt,1.65,41682
1128,27-Mar-14,frozen vegetables,10,41725
1571,17-Nov-14,dishes,6,41960
1810,30-Apr-14,bottled water,2,41759
2453,01-Oct-14,sugar,15,41913
3616,05-Nov-14,curd,3,41948
2530,06-Aug-14,shopping bags,0.8,41857
4617,24-Nov-14,brown bread,0.8,41967
2176,14-May-14,bottled water,2,41773
4183,19-Jun-14,frozen potato products,2,41809
2951,30-Dec-14,soda,6,42003
2587,30-Oct-14,newspapers,2,41942
4540,23-Aug-14,fruit/vegetable juice,10,41874
3024,22-Dec-14,salt,2,41995
2348,23-Jul-14,chocolate,5,41843
4559,01-Sep-14,frozen vegetables,10,41883
3213,02-Jul-14,hard cheese,14,41822
3972,14-Aug-14,candy,10,41865
4935,16-Feb-14,newspapers,2,41686
4198,10-Nov-14,canned fish,6,41953
1139,02-Feb-14,canned beer,3.5,41672
4959,10-Oct-14,pastry,5,41922
1550,03-Sep-14,specialty chocolate,20,41885
3536,04-Apr-14,soups,7,41733
4697,03-Nov-14,shopping bags,0.8,41946
3164,24-Mar-14,rolls/buns,1,41722
4640,03-Nov-14,bottled water,2,41946
2986,05-Nov-14,bottled water,2,41948
1878,22-Aug-14,soups,7,41873
1037,24-Feb-14,rolls/buns,1,41694
3863,10-Mar-14,napkins,5,41708
1534,05-Nov-14,pastry,5,41948
1109,22-Nov-14,pastry,5,41965
2381,07-May-14,pickled vegetables,14,41766
3787,25-Sep-14,whipped/sour cream,7,41907
4628,02-Jul-14,curd,3,41822
3157,08-Oct-14,shopping bags,0.8,41920
2535,29-Dec-14,sweet spreads,14,42002
1006,05-Jul-14,rolls/buns,1,41825
3897,04-Nov-14,canned beer,3.5,41947
2804,19-Sep-14,canned beer,3.5,41901
3804,21-Sep-14,shopping bags,0.8,41903
3060,18-Aug-14,red/blush wine,10,41869
3158,06-May-14,frozen vegetables,10,41765
1477,21-Nov-14,other vegetables,5,41964
4211,16-Sep-14,margarine,5,41898
4046,26-Nov-14,oil,5,41969
4836,28-May-14,salty snack,5,41787
3773,17-Mar-14,mustard,8,41715
1774,26-Nov-14,salty snack,5,41969
2158,23-Jun-14,brown bread,0.8,41813
2154,31-May-14,bottled beer,30,41790
1991,13-May-14,long life bakery product,6,41772
3502,09-Sep-14,salty snack,5,41891
3465,19-Feb-14,napkins,5,41689
1235,25-Jun-14,abrasive cleaner,12,41815
2978,27-Aug-14,liquor,18,41878
1809,02-Jan-14,waffles,6,41641
3359,25-Jul-14,chewing gum,2,41845
4877,27-Aug-14,salty snack,5,41878
3956,20-May-14,processed cheese,12,41779
3716,13-May-14,canned fish,6,41772
2408,10-Nov-14,cat food,8,41953
3549,10-Jun-14,salty snack,5,41800
1863,24-Nov-14,newspapers,2,41967
4956,04-Mar-14,margarine,5,41702
2771,25-Jun-14,vinegar,6,41815
2507,15-May-14,canned beer,3.5,41774
2193,26-Nov-14,candy,10,41969
1504,29-Dec-14,chocolate,5,42002
1393,25-Jun-14,flour,20,41815
3852,31-Aug-14,rolls/buns,1,41882
1911,10-Mar-14,newspapers,2,41708
1627,11-Aug-14,fruit/vegetable juice,10,41862
3387,09-May-14,frozen fish,15,41768
1931,08-Dec-14,pastry,5,41981
4316,28-Feb-14,rolls/buns,1,41698
3872,04-Apr-14,yogurt,1.65,41733
1492,02-May-14,yogurt,1.65,41761
2898,23-Jul-14,bottled water,2,41843
3832,12-Jan-14,specialty bar,3,41651
3887,24-Sep-14,bottled water,2,41906
1823,16-Apr-14,cling film/bags,1,41745
1418,02-Dec-14,butter,1.5,41975
3931,09-Oct-14,canned vegetables,7,41921
2059,15-Mar-14,yogurt,1.65,41713
1004,01-May-14,dish cleaner,8,41760
1507,04-Apr-14,dessert,10,41733
3185,04-Mar-14,long life bakery product,6,41702
3369,18-Jul-14,napkins,5,41838
3407,01-Sep-14,bottled beer,30,41883
1610,23-Dec-14,cream cheese ,18,41996
2291,26-Mar-14,packaged fruit/vegetables,5,41724
4868,04-Apr-14,margarine,5,41733
1051,17-Sep-14,frozen vegetables,10,41899
1785,23-Feb-14,cling film/bags,1,41693
4097,03-Oct-14,coffee,15,41915
1207,09-Dec-14,semi-finished bread,2,41982
4002,13-Jan-14,domestic eggs,4,41652
4266,02-Sep-14,Instant food products,16,41884
2873,28-Jan-14,rolls/buns,1,41667
4220,05-May-14,soft cheese,8,41764
1218,28-May-14,curd,3,41787
4956,05-Jul-14,bottled water,2,41825
2688,23-Jan-14,roll products ,8,41662
1082,13-May-14,other vegetables,5,41772
3844,13-Nov-14,house keeping products,10,41956
4314,05-Oct-14,whole milk,2,41917
4404,13-Mar-14,flower (seeds),17,41711
4388,18-Feb-14,butter milk,1.65,41688
2547,09-Mar-14,specialty chocolate,20,41707
2157,02-Jun-14,dishes,6,41792
1118,07-Nov-14,canned beer,3.5,41950
3941,10-Nov-14,specialty cheese,5,41953
1799,16-Dec-14,pastry,5,41989
2869,02-Aug-14,brown bread,0.8,41853
3161,09-Oct-14,brandy,30,41921
3008,15-Apr-14,coffee,15,41744
1619,20-Jul-14,long life bakery product,6,41840
1970,05-Jun-14,white bread,0.4,41795
2860,11-Jan-14,bottled water,2,41650
3456,24-Dec-14,hygiene articles,4,41997
4394,18-Jul-14,yogurt,1.65,41838
1027,14-May-14,whole milk,2,41773
3466,31-May-14,whole milk,2,41790
2810,08-Feb-14,salty snack,5,41678
1023,30-Dec-14,specialty bar,3,42003
3045,29-Jan-14,pet care,20,41668
4200,23-Jun-14,shopping bags,0.8,41813
4280,06-Sep-14,long life bakery product,6,41888
4257,03-Feb-14,napkins,5,41673
3720,22-Mar-14,pasta,10,41720
3927,26-Sep-14,brown bread,0.8,41908
1269,07-Oct-14,canned fruit,10,41919
2907,19-Dec-14,sugar,15,41992
3784,30-Apr-14,whipped/sour cream,7,41759
4770,15-May-14,soda,6,41774
3287,13-May-14,dessert,10,41772
4003,14-Nov-14,canned beer,3.5,41957
1723,21-Jul-14,shopping bags,0.8,41841
3832,23-Mar-14,napkins,5,41721
3758,02-Jan-14,rolls/buns,1,41641
3881,04-Jun-14,specialty chocolate,20,41794
3596,21-Jan-14,curd cheese,7,41660
4765,08-Jan-14,misc. beverages,20,41647
4304,18-Jul-14,ice cream,15,41838
2065,28-Nov-14,soda,6,41971
1935,24-Apr-14,yogurt,1.65,41753
1764,20-Sep-14,butter,1.5,41902
3565,15-Apr-14,shopping bags,0.8,41744
3559,17-Jul-14,chewing gum,2,41837
2499,20-Jul-14,pickled vegetables,14,41840
1474,13-Aug-14,newspapers,2,41864
2289,05-Feb-14,red/blush wine,10,41675
1522,07-Jan-14,shopping bags,0.8,41646
